AccountName,IsPrivate,Name,StageName,Amount,CloseDate,Type,Subscription_Start_Date__c,Subscription_End_Date__c,OTR__c,ASV__c,Users__c
NORIEGA CORDOVA JUANA,0,Opp221,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NORTH AMERICAN SOFTWARE S A I DE CV,0,Opp222,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NOSTI BUSQUETS RAFAEL ANICETO,0,Opp223,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NOTARIA VEINTINUEVE DE GUADALAJARA,0,Opp224,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NOVA INSTRUMENTS SERVICE SA DE CV,0,Opp225,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NOVA SONORA SA DE CV,0,Opp226,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Novalimentos de Mexico S de RL de CV,0,Opp227,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NOVARTIS SALUD ANIMAL SA DE CV,0,Opp228,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NOVATEL MEXICANA SA DE CV,0,Opp229,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NUBBA COMERCIAL SA DE CV,0,Opp230,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NUEVA AUTOMOTRIZ DEL TORO SA DE CV,0,Opp231,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NUGAR SA DE CV,0,Opp232,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NUTRIMENTOS POLARIS,0,Opp233,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
NUVESA SA DE CV,0,Opp234,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OBED GERARDO ARELLANO GUTIERREZ,0,Opp235,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OBERBECK GRAIN CO,0,Opp236,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OBHIELCI SA DE CV,0,Opp237,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OBREGON GARZA FELIPE,0,Opp238,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OCAMPO GOMEZ JUDITH,0,Opp239,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OCM INSTRUMENTOS Y REACTIVOS,0,Opp240,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Oil Chem Research Corp,0,Opp241,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OJEDA SANCHEZ MOISES,0,Opp242,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OK AND GO,0,Opp243,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OK TOYS SA DE CV,0,Opp244,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Olam Tomato Processors Inc,0,Opp245,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Olbertz Holdings Pty Ltd,0,Opp246,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OMNI INSTRUMENTS LLC,0,Opp247,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OPERADORA DE HOTELES COSTA BAJA,0,Opp248,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OPERADORA DE HOTELES DAMAGO,0,Opp249,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OPERADORA DIPLA SA DE CV,0,Opp250,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OPERADORA POLAR SA DE CV,0,Opp251,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OPERADORA TURISTICA CARDIN SA DE CV,0,Opp252,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OQUIMEX SA DE CV,0,Opp253,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OQUIVER S. DE R.L. DE C.V.,0,Opp254,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Orbitform Group,0,Opp255,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Oregon Potato Company,0,Opp256,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ORGANISMO INTERNACIONAL REGIONAL,0,Opp257,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ORGANIZACION EDITORIAL DEL,0,Opp258,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,0,Opp259,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ORIENT CORPORATION OFAMERICA,0,Opp260,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Origin Red Limited,0,Opp261,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ORIGINAL ADDITIONS BEAUTY PRODUCTS LTD,0,Opp262,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ORIGINALES THELVA SA DE CV,0,Opp263,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OROPEZA RUVALCABA RAYMUNDO,0,Opp264,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ORTIZ GARCIA JOSE ALFONSO,0,Opp265,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ORTIZ OJEDA JUAN CARLOS,0,Opp266,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OSCAR FERNANDO SILVA OJEDA,0,Opp267,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OSUNA RAZURA JOSE HUMBERTO,0,Opp268,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
OTTOMOTORES COMERCIALIZADORA SA DE,0,Opp269,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
P S TRANSPORTATION,0,Opp270,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PACHECO PADRON  FERNANDO ALEJANDRO,0,Opp271,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PACO ALIMENTOS SA DE CV,0,Opp272,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PADAV Polska,0,Opp273,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PADILLA SALAZAR CLAUDIA LIZETH,0,Opp274,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PADILLA SANCHEZ ROBERTO,0,Opp275,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PALOMA LAUREL DE LEON MARTINEZ,0,Opp276,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PAM TRANSPORT INC,0,Opp277,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PANIFICADORA Y PASTELERIA EL BUEN GUSTO SA DE CV,0,Opp278,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PANO MENDOZA MANLIO FAVIO,0,Opp279,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Panocean Hong Kong Development Limited,0,Opp280,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PANODIC ELECTRIC (HONG KONG) LIMITED,0,Opp281,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PANUELOS AS SA DE CV,0,Opp282,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PARABRISAS ARAMBURO SA DE CV,0,Opp283,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PARADORES GOLFO SUR S.A. DE C.V.,0,Opp284,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Parsons Brinckerhoff Australia Pty Ltd,0,Opp285,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PATRICIO  SALAS CRISPINO,0,Opp286,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PERALTA MIJANGOS ARTURO,0,Opp287,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Perennial Public Power,0,Opp288,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PEREZ CHAVEZ JOSE MANUEL,0,Opp289,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PEREZ FELIX MARIA RAMONA,0,Opp290,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PEREZ SALAZAR YADIRA MIREYA,0,Opp291,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PEREZ VAZQUEZ JOSE LUIS,0,Opp292,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Perfect Equipment Inc,0,Opp293,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PERFILES Y MATERIALES LOS PIONEROS,0,Opp294,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PERUYERO RODRIGUEZ DAVID,0,Opp295,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PHARMA BLEND SA DE CV,0,Opp296,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PICSA DE MEXICO INTERNACIONAL SA DE,0,Opp297,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PIMACERO SA DE CV,0,Opp298,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PINA MORENO ALFONSO,0,Opp299,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Pintura Estampado y Montaje Sapi de CV,0,Opp300,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PINTURA Y ENSAMBLES DE MEXICO SA DE CV,0,Opp301,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PINTURAS LAICEF S.A. DE C.V.,0,Opp302,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PITCHFORD ELEVATOR CO,0,Opp303,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Pittsburgh Forest Products Inc,0,Opp304,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PLASTICOS PANAMERICANOS SA DE CV,0,Opp305,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PLASTICOS Y SUMINISTROS DEL PACIFIC,0,Opp306,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PLAXMA COMUNICACIONES SA DE CV,0,Opp307,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PLIBRISA DE MEXICO SA DE CV,0,Opp308,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PLX INDUSTRIAL SA DE CV,0,Opp309,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POLIMERO Y MATERIAS PRIMAS INTERNACIONALES SA DE C,0,Opp310,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POLIREGIO SA DE CV,0,Opp311,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Polish Specialities Ltd,0,Opp312,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POLIURETANOS Y ELASTOMERICOS S DE RL DE CV,0,Opp313,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POLYBAGS DE MEXICO S.A.,0,Opp314,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POLYONE DE MEXICO SA DE CV,0,Opp315,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PONCE NUNGARAY TATHYANA ZELYME,0,Opp316,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POP MANUFACTURING SA DE CV,0,Opp317,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PORAGRO SA DE CV,0,Opp318,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POSADAS DE LATINOAMERICA,0,Opp319,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POTENCIA FLUIDA DEL ISTMO,0,Opp320,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
POWER CAPITAL CONSULTING,0,Opp321,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRAIRIETOWN FEED SERVICE,0,Opp322,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PREMIER FARNELL ELECTRONICSDE MEXICO S DE RL DE CV,0,Opp323,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Premier Foods T/A Silver,0,Opp324,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Premium Fresh Tasmania,0,Opp325,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRESE INDUSTRIAS SA DE CV,0,Opp326,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PREVENTION SATELLITE SA DE CV,0,Opp327,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Primacy Industries Limited,0,Opp328,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Primo Water Corporation,0,Opp329,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRIMUS LABORATORIOS DE MEXICO,0,Opp330,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRINCE COMERCIAL SA DE CV,0,Opp331,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROCATEX S.A. DE C.V.,0,Opp332,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROCINTAS SA DE CV,0,Opp333,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,0,Opp334,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODS INTERNACIONALES MABE SA CV,0,Opp335,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCCIONES AGRICOLA DE TABASCO SA CV,0,Opp336,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCCIONES EMMED SC,0,Opp337,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTORA DE ALIMENTOS PECUARIOS,0,Opp338,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTORA Y COMERCIALIZADORA DE FERTILIZANTES S,0,Opp339,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,0,Opp340,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS HOLA DEL NOROESTE SA DE CV,0,Opp341,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS JM VILLEGAS SA. DE C.V.,0,Opp342,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS LIRIO SA DE CV,0,Opp343,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS MET DE USO SANITAR,0,Opp344,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS NACOBRE SA DE CV,0,Opp345,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS PALEY DE CHIHUAHUA SA DE CV,0,Opp346,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS PARA EMPAQUE APODACA SA,0,Opp347,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS QUIMICOS MARDUPOL SA DE C,0,Opp348,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS QUIMICOS SARO,0,Opp349,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS QUIMICOS SAVE SA DE,0,Opp350,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS QUIMICOS XASALI S DE RL MI,0,Opp351,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS SANTA OFELIA SA DE CV,0,Opp352,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS VETERINARIOS DE CALIDAD,0,Opp353,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PRODUCTOS VETERINARIOS NACIONALES,0,Opp354,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROGRESSIVE AG PARTNERS,0,Opp355,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROMO MAS CHIHUAHUA SA DE CV,0,Opp356,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROMOCIONES DEPORTIVAS DEL MAYO,0,Opp357,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROMOTORA DE LA INDUSTRIA,0,Opp358,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROMOTORA DE PALMA DEL SOCONUSCO,0,Opp359,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROMOTORA TEXTIL DE TEPEJI DEL RIO SA CV,0,Opp360,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROMOTORA Y TURISTICA ATHENE SA DE,0,Opp361,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROSPAC SA DE CV,0,Opp362,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROTEK ELECTRONICS GROUP CO LIMITED,0,Opp363,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROVEAIRE SA DE CV,0,Opp364,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROVEEDORA DE LLANTAS Y EQUIPOS,0,Opp365,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROVEEDORA DE LLANTAS Y SERVICIOS,0,Opp366,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROVEEDORA DE UNIFORMES Y SUMINISTR,0,Opp367,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROVEEDORA QUIMICA Y TECNOSCIENTIFI,0,Opp368,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROVEEDORES FRONTERIZOS DE,0,Opp369,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROVEEDORES INDUSTRIALES S.A.,0,Opp370,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PROVSEGIND SA DE CV,0,Opp371,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PSTI SOLUCIONES SA DE CV,0,Opp372,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PT SRI REJEKI ISMAN,0,Opp373,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PUBLICEL DEL BAJIO S DE RL DE CV,0,Opp374,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Pullman Fleet Services,0,Opp375,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PUMP UP LINE MEXICO SA DE CV,0,Opp376,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PUMS SUPPLY COMPANY SA DE CV,0,Opp377,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Pyramid Construction Inc.,0,Opp378,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
PZ Cussons Australia Pty Ltd,0,Opp379,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Qatar Chemical and Petrochemical Marketing and Dis,0,Opp380,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Quanex Screens LLC,0,Opp381,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Quantum Foods,0,Opp382,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Quanzhou Seasunstar Craft Co Ltd,0,Opp383,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
QUIMICA IBEROAMERICANA SA DE CV,0,Opp384,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
QUIMICA PESQUERIA SA DE CV,0,Opp385,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
QUIMICA RANA DE MONTERREY SA DE CV,0,Opp386,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
QUIMICA VALANER S.A. DE C.V.,0,Opp387,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
QUIMICOS PARA ALIMENTOS Y TEXTILES,0,Opp388,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
QUIMPLEX SA,0,Opp389,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Quince Hungary Kft,0,Opp390,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
R A RODRIGUEZ DE MEXICO SA DE CV,0,Opp391,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
R. BOURS CASTELO FRANCISCO JAVIER,0,Opp392,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAFAEL ARTURO MARENCO IBARRA,0,Opp393,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAFAEL CONTRERAS VALENZUELA,0,Opp394,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAINBOW GROUP LIMITED,0,Opp395,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAMIREZ CARRILLO ADRIANA,0,Opp396,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAMIREZ DUENAS CARLOS,0,Opp397,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAMIREZ MARTINEZ JUAN,0,Opp398,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAMON ORTIZ MARTINEZ,0,Opp399,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Rapidfix Industrial (Asia) Ltd,0,Opp400,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAUL MORALES RAMIREZ,0,Opp401,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RAZO SANCHEZ CECILIA,0,Opp402,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REA MAGNET WIRE CO INC,0,Opp403,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RECOLECTORA Y PROCESADORA DE RESIDU,0,Opp404,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REDCO TRANSPORT LD,0,Opp405,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REDSOLUTIONS SA DE CV,0,Opp406,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Reed And Pick,0,Opp407,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REES FARMERS ELEVATOR,0,Opp408,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REFINO SA DE CV,0,Opp409,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Refresco Benelux BV,0,Opp410,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REFRIGERACION COMER AGROPECU,0,Opp411,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REFRIGERACION OJEDA SA DE CV,0,Opp412,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REGINALDO MONTEMAYOR GARZA,0,Opp413,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REGIO LIDER EN SEGURIDAD,0,Opp414,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REGIOQUIMICA SA DE CV,0,Opp415,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REINMEX SA DE CV,0,Opp416,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
REJON HERRERA ROSA ESTHER,0,Opp417,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
RELIABLE SOURCE SC,0,Opp418,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
