Account,Name,Date,Downloads,Units,Amount
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-22,8816,13827,11388
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-22,905,13954,12052
UNIFOODS SA DE CV,ACCOUNTLEVEL,-22,8433,12052,6608
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-22,1273,14387,1015
JARDINS DE NORTENE,ACCOUNTLEVEL,-22,11465,8649,13358
Terry Store age spa,ACCOUNTLEVEL,-22,2407,1548,14424
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-22,10372,4837,8264
ST. CLAIR SERVICE,ACCOUNTLEVEL,-22,14303,8501,11579
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-22,14032,11748,4032
CARNES KM SA DE CV,ACCOUNTLEVEL,-22,5997,14753,12065
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-22,7358,8033,13241
COMNET SA DE CV,ACCOUNTLEVEL,-22,11503,6739,4465
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-22,14718,1336,1572
FRUITCORP SA DE CV,ACCOUNTLEVEL,-22,1882,14397,2833
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-22,2310,5670,11218
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-22,13587,14231,11702
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-22,2597,3906,6306
K & S Contractors Supply Co,ACCOUNTLEVEL,-22,7246,1041,13500
Tioga Hardwoods Inc,ACCOUNTLEVEL,-22,3127,13765,3621
GHCL Limited,ACCOUNTLEVEL,-22,6367,9136,11414
Motion Industries Inc.,ACCOUNTLEVEL,-22,5208,5977,8455
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-22,8907,10919,12589
Quantum Foods,ACCOUNTLEVEL,-22,1531,5046,12943
Family Magazine,ACCOUNTLEVEL,-22,12028,2098,14382
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-22,2730,403,6662
Innovative Laser Inc,ACCOUNTLEVEL,-22,5257,8036,5271
Addis Housewares Ltd,ACCOUNTLEVEL,-22,8951,6646,6289
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-22,6420,13658,12341
APLNG,ACCOUNTLEVEL,-22,1586,7034,12084
Quince Hungary Kft,ACCOUNTLEVEL,-22,13655,10248,12071
Jandel Scientific Inc.,ACCOUNTLEVEL,-22,5446,14720,13025
Viking Tool & Steel,ACCOUNTLEVEL,-22,3561,5040,13827
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-22,13809,2792,8561
MAPE USA,ACCOUNTLEVEL,-22,8076,13792,13758
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-22,11450,7025,5631
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-22,3082,7504,5960
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-22,10791,13032,14253
M&M SERVICE CO,ACCOUNTLEVEL,-22,4913,3320,7926
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-22,7152,13446,12405
L and P Financial Services Co,ACCOUNTLEVEL,-22,2204,5455,12473
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-22,10856,1096,2228
CATMADER SL,ACCOUNTLEVEL,-22,5502,551,8441
Tekno Inc,ACCOUNTLEVEL,-22,2655,3395,14768
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-22,1014,597,7253
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-22,14100,8231,11390
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-22,3065,2118,2017
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-22,13373,13892,13358
COMERGALV SA DE CV,ACCOUNTLEVEL,-22,8374,13158,6347
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-22,10142,5061,12266
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-22,9537,3587,13939
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-22,4871,9156,3665
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-22,5398,1127,11141
TERENTRO SA DE CV,ACCOUNTLEVEL,-22,2976,13333,10279
FUNTASTIC LIMITED,ACCOUNTLEVEL,-22,9383,6590,12447
DeeTag USA,ACCOUNTLEVEL,-22,422,6132,6383
Lakeland Village,ACCOUNTLEVEL,-22,5634,4036,1956
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-22,10497,1899,13989
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-22,10714,8796,10566
Do not Use1,ACCOUNTLEVEL,-22,8769,2530,11325
Oil Chem Research Corp,ACCOUNTLEVEL,-22,4600,3291,2704
LICK ELEVATOR,ACCOUNTLEVEL,-22,6059,12760,3741
Quanex Screens LLC,ACCOUNTLEVEL,-22,7644,8351,14593
A and T unlimit Limited,ACCOUNTLEVEL,-21,5783,7749,676
Sienna Gold Ltd,ACCOUNTLEVEL,-21,5141,2436,14937
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-21,6065,12560,1214
Murex N.A. Ltd,ACCOUNTLEVEL,-21,9917,3658,11099
Via Systems,ACCOUNTLEVEL,-21,270,1104,3837
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-21,7920,1478,7932
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-21,5699,4997,172
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-21,10439,12959,9549
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-21,4424,8898,3142
Anunay Fab Ltd,ACCOUNTLEVEL,-21,7824,8918,14051
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-21,5918,10534,3994
Jadow B & Sons Inc,ACCOUNTLEVEL,-21,3396,14553,13558
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-21,13993,13495,5713
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-21,14408,9479,5519
Alltech Automotive LLC,ACCOUNTLEVEL,-21,5156,5338,12827
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-21,14560,819,1819
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-21,6478,5020,6556
ATTEBURY GRAIN,ACCOUNTLEVEL,-21,914,13451,11344
Vicor,ACCOUNTLEVEL,-21,7197,6096,11238
Baja Inc,ACCOUNTLEVEL,-21,2853,1789,6023
National Assn of Printing Ink,ACCOUNTLEVEL,-21,6086,14561,10215
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-21,9709,9544,9444
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-21,14822,8851,1674
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-21,3578,13104,4258
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-21,2268,8400,135
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-21,5534,4888,9895
Triumph Tool NC Inc,ACCOUNTLEVEL,-21,3565,9367,8785
Darta NV,ACCOUNTLEVEL,-21,10923,11319,11141
COTY UK LTD,ACCOUNTLEVEL,-21,2968,4148,1269
Deal Partners Limited,ACCOUNTLEVEL,-21,12212,8088,3917
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-21,9828,5026,8244
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-21,6189,12250,8924
GKN Sinter Metals,ACCOUNTLEVEL,-21,565,14377,2996
AGENCE PRESSE,ACCOUNTLEVEL,-21,9633,5160,5278
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-21,3334,2078,5047
AUREA SOFTWARE INC,ACCOUNTLEVEL,-21,13684,11904,8938
Ocean Sports Wear,ACCOUNTLEVEL,-21,14125,14080,12639
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-21,8663,12989,895
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-21,5261,9051,5604
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-21,11080,11196,11697
UNIFOODS SA DE CV,ACCOUNTLEVEL,-21,3596,14846,6113
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-21,9257,14744,1923
JARDINS DE NORTENE,ACCOUNTLEVEL,-21,4924,3515,203
Terry Store age spa,ACCOUNTLEVEL,-21,14023,2645,4000
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-21,11526,3190,7360
ST. CLAIR SERVICE,ACCOUNTLEVEL,-21,8478,14149,7948
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-21,3299,5391,13304
CARNES KM SA DE CV,ACCOUNTLEVEL,-21,9560,8799,13225
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-21,9574,14398,7773
COMNET SA DE CV,ACCOUNTLEVEL,-21,11716,1826,535
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-21,5018,9694,9688
FRUITCORP SA DE CV,ACCOUNTLEVEL,-21,237,13993,3832
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-21,6601,6396,13971
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-21,1252,2352,12018
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-21,2701,7006,12456
K & S Contractors Supply Co,ACCOUNTLEVEL,-21,8194,2438,7614
Tioga Hardwoods Inc,ACCOUNTLEVEL,-21,12685,12746,8564
GHCL Limited,ACCOUNTLEVEL,-21,8111,2173,11900
Motion Industries Inc.,ACCOUNTLEVEL,-21,6893,1788,11199
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-21,10992,5820,14035
Quantum Foods,ACCOUNTLEVEL,-21,8972,6148,686
Family Magazine,ACCOUNTLEVEL,-21,6681,7166,7173
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-21,6364,14870,4748
Innovative Laser Inc,ACCOUNTLEVEL,-21,8114,9064,5886
Addis Housewares Ltd,ACCOUNTLEVEL,-21,14479,9755,11116
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-21,12653,3610,2266
APLNG,ACCOUNTLEVEL,-21,14595,2602,2883
Quince Hungary Kft,ACCOUNTLEVEL,-21,4588,6974,5422
Jandel Scientific Inc.,ACCOUNTLEVEL,-21,10254,3462,6590
Viking Tool & Steel,ACCOUNTLEVEL,-21,1260,13880,908
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-21,4241,13534,9788
MAPE USA,ACCOUNTLEVEL,-21,2581,8245,12144
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-21,8611,5478,8951
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-21,9455,10629,1563
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-21,7651,2477,7152
M&M SERVICE CO,ACCOUNTLEVEL,-21,2094,13487,5785
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-21,10553,14453,5655
L and P Financial Services Co,ACCOUNTLEVEL,-21,5998,8084,11942
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-21,10773,11315,8088
CATMADER SL,ACCOUNTLEVEL,-21,236,10822,6820
Tekno Inc,ACCOUNTLEVEL,-21,11613,1235,3032
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-21,2262,3070,10445
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-21,6233,421,7121
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-21,13024,5764,14439
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-21,10164,12102,5935
COMERGALV SA DE CV,ACCOUNTLEVEL,-21,7111,5483,5608
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-21,5716,1655,7555
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-21,4489,10646,8752
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-21,1590,9611,12869
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-21,170,4006,8596
TERENTRO SA DE CV,ACCOUNTLEVEL,-21,12984,551,147
FUNTASTIC LIMITED,ACCOUNTLEVEL,-21,1057,13191,11964
DeeTag USA,ACCOUNTLEVEL,-21,3268,1233,13339
Lakeland Village,ACCOUNTLEVEL,-21,2297,3426,7222
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-21,4751,6358,13573
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-21,14755,5067,2064
Do not Use1,ACCOUNTLEVEL,-21,13164,3226,12339
Oil Chem Research Corp,ACCOUNTLEVEL,-21,3667,8632,4399
LICK ELEVATOR,ACCOUNTLEVEL,-21,1651,10153,5379
Quanex Screens LLC,ACCOUNTLEVEL,-21,5082,11430,3904
A and T unlimit Limited,ACCOUNTLEVEL,-20,8172,13002,8120
Sienna Gold Ltd,ACCOUNTLEVEL,-20,14701,5124,11848
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-20,8879,8844,4315
Murex N.A. Ltd,ACCOUNTLEVEL,-20,14469,2613,3190
Via Systems,ACCOUNTLEVEL,-20,2537,3954,12000
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-20,7222,9425,6204
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-20,11179,4435,11491
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-20,5865,3085,4469
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-20,13406,10638,5220
Anunay Fab Ltd,ACCOUNTLEVEL,-20,118,9307,6450
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-20,887,2883,4964
Jadow B & Sons Inc,ACCOUNTLEVEL,-20,2540,9691,6458
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-20,3936,119,211
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-20,11481,4081,4591
Alltech Automotive LLC,ACCOUNTLEVEL,-20,5850,99,8136
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-20,5504,3897,8764
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-20,14448,5782,7125
ATTEBURY GRAIN,ACCOUNTLEVEL,-20,12287,4525,4912
Vicor,ACCOUNTLEVEL,-20,10386,12482,2209
Baja Inc,ACCOUNTLEVEL,-20,9529,1529,11900
National Assn of Printing Ink,ACCOUNTLEVEL,-20,12511,8051,2449
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-20,2963,13519,13600
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-20,14889,14040,4686
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-20,198,8689,6606
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-20,4143,2312,400
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-20,5709,194,7209
Triumph Tool NC Inc,ACCOUNTLEVEL,-20,12324,9957,10581
Darta NV,ACCOUNTLEVEL,-20,11945,3544,7801
COTY UK LTD,ACCOUNTLEVEL,-20,10887,9883,8001
Deal Partners Limited,ACCOUNTLEVEL,-20,13283,14796,10387
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-20,4775,11052,11041
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-20,6214,7664,6856
GKN Sinter Metals,ACCOUNTLEVEL,-20,12137,7023,2398
AGENCE PRESSE,ACCOUNTLEVEL,-20,4557,5937,12167
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-20,7309,12137,14053
AUREA SOFTWARE INC,ACCOUNTLEVEL,-20,12313,1768,11115
Ocean Sports Wear,ACCOUNTLEVEL,-20,2912,13295,10943
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-20,4705,157,4262
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-20,3688,9573,5254
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-20,4289,623,2761
UNIFOODS SA DE CV,ACCOUNTLEVEL,-20,14270,14856,2358
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-20,6729,6867,996
JARDINS DE NORTENE,ACCOUNTLEVEL,-20,7701,6963,6801
Terry Store age spa,ACCOUNTLEVEL,-20,14257,3909,4841
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-20,7313,13965,9290
ST. CLAIR SERVICE,ACCOUNTLEVEL,-20,389,13466,3889
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-20,2912,14502,11209
CARNES KM SA DE CV,ACCOUNTLEVEL,-20,9975,12483,10440
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-20,9095,10672,7262
COMNET SA DE CV,ACCOUNTLEVEL,-20,14967,2433,11365
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-20,338,10061,13292
FRUITCORP SA DE CV,ACCOUNTLEVEL,-20,8610,7865,9191
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-20,4894,1143,10881
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-20,10373,6891,2001
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-20,10638,8294,13361
K & S Contractors Supply Co,ACCOUNTLEVEL,-20,5528,3789,8243
Tioga Hardwoods Inc,ACCOUNTLEVEL,-20,8328,14628,9230
GHCL Limited,ACCOUNTLEVEL,-20,10681,7341,13699
Motion Industries Inc.,ACCOUNTLEVEL,-20,1630,6241,7137
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-20,2657,4517,7906
Quantum Foods,ACCOUNTLEVEL,-20,2492,12674,3664
Family Magazine,ACCOUNTLEVEL,-20,9187,6213,10340
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-20,2064,9492,12304
Innovative Laser Inc,ACCOUNTLEVEL,-20,1915,61,1262
Addis Housewares Ltd,ACCOUNTLEVEL,-20,2957,11698,3901
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-20,3588,671,3145
APLNG,ACCOUNTLEVEL,-20,3899,597,8181
Quince Hungary Kft,ACCOUNTLEVEL,-20,9447,1044,247
Jandel Scientific Inc.,ACCOUNTLEVEL,-20,8655,465,8502
Viking Tool & Steel,ACCOUNTLEVEL,-20,1774,2094,8282
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-20,10222,7294,2622
MAPE USA,ACCOUNTLEVEL,-20,4447,10815,9396
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-20,3356,13962,13038
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-20,11850,4360,14369
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-20,9704,6094,13423
M&M SERVICE CO,ACCOUNTLEVEL,-20,9744,11073,2603
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-20,3657,5875,8485
L and P Financial Services Co,ACCOUNTLEVEL,-20,14188,10626,14472
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-20,1840,4299,6854
CATMADER SL,ACCOUNTLEVEL,-20,13354,5071,6467
Tekno Inc,ACCOUNTLEVEL,-20,13075,5500,7964
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-20,11580,14754,5833
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-20,5558,4005,7426
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-20,7946,6131,13386
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-20,2045,11808,8800
COMERGALV SA DE CV,ACCOUNTLEVEL,-20,1222,6666,7382
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-20,8942,5261,554
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-20,677,8199,14065
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-20,5959,8703,1254
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-20,5160,6743,10366
TERENTRO SA DE CV,ACCOUNTLEVEL,-20,3486,732,9616
FUNTASTIC LIMITED,ACCOUNTLEVEL,-20,12686,5525,7323
DeeTag USA,ACCOUNTLEVEL,-20,2445,4177,7707
Lakeland Village,ACCOUNTLEVEL,-20,9565,681,13890
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-20,2900,6782,8407
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-20,13365,10610,6237
Do not Use1,ACCOUNTLEVEL,-20,2921,12501,9218
Oil Chem Research Corp,ACCOUNTLEVEL,-20,13182,1116,5210
LICK ELEVATOR,ACCOUNTLEVEL,-20,3205,2697,1363
Quanex Screens LLC,ACCOUNTLEVEL,-20,8800,703,2815
A and T unlimit Limited,ACCOUNTLEVEL,-19,13631,14823,7264
Sienna Gold Ltd,ACCOUNTLEVEL,-19,10201,6675,8319
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-19,9667,11040,1655
Murex N.A. Ltd,ACCOUNTLEVEL,-19,13504,11491,13284
Via Systems,ACCOUNTLEVEL,-19,13819,492,7046
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-19,6792,11091,14839
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-19,3244,603,13973
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-19,3743,370,353
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-19,9703,8938,2422
Anunay Fab Ltd,ACCOUNTLEVEL,-19,8932,10409,13708
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-19,14707,12233,8620
Jadow B & Sons Inc,ACCOUNTLEVEL,-19,6121,1267,718
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-19,13739,14074,1823
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-19,10901,1323,1990
Alltech Automotive LLC,ACCOUNTLEVEL,-19,5135,11063,14723
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-19,14495,9066,5791
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-19,820,13086,9567
ATTEBURY GRAIN,ACCOUNTLEVEL,-19,3954,1172,6462
Vicor,ACCOUNTLEVEL,-19,7589,14700,7156
Baja Inc,ACCOUNTLEVEL,-19,4197,10522,4516
National Assn of Printing Ink,ACCOUNTLEVEL,-19,741,2460,12368
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-19,3829,3018,796
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-19,12987,14671,6730
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-19,14440,6503,2511
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-19,2827,7306,14731
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-19,14187,14926,13891
Triumph Tool NC Inc,ACCOUNTLEVEL,-19,1352,2425,5393
Darta NV,ACCOUNTLEVEL,-19,5769,1285,10987
COTY UK LTD,ACCOUNTLEVEL,-19,4985,1766,11972
Deal Partners Limited,ACCOUNTLEVEL,-19,5267,6041,8889
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-19,1495,11692,6344
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-19,3681,2370,9554
GKN Sinter Metals,ACCOUNTLEVEL,-19,6648,13089,8634
AGENCE PRESSE,ACCOUNTLEVEL,-19,4311,6746,1894
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-19,7248,13828,5536
AUREA SOFTWARE INC,ACCOUNTLEVEL,-19,7880,9813,4247
Ocean Sports Wear,ACCOUNTLEVEL,-19,14699,274,2466
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-19,9319,5562,10724
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-19,12190,4239,4771
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-19,1798,10014,5268
UNIFOODS SA DE CV,ACCOUNTLEVEL,-19,3268,5225,13750
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-19,7562,14327,2584
JARDINS DE NORTENE,ACCOUNTLEVEL,-19,7624,8775,8510
Terry Store age spa,ACCOUNTLEVEL,-19,3146,2132,790
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-19,2740,3392,3998
ST. CLAIR SERVICE,ACCOUNTLEVEL,-19,10184,6857,13068
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-19,11180,5230,11908
CARNES KM SA DE CV,ACCOUNTLEVEL,-19,3971,7149,1727
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-19,11979,12123,5196
COMNET SA DE CV,ACCOUNTLEVEL,-19,13408,8440,10694
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-19,172,4334,6763
FRUITCORP SA DE CV,ACCOUNTLEVEL,-19,12532,14010,3347
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-19,8491,11727,5825
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-19,11395,387,2914
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-19,12236,12147,629
K & S Contractors Supply Co,ACCOUNTLEVEL,-19,4236,13582,3946
Tioga Hardwoods Inc,ACCOUNTLEVEL,-19,7199,12586,5998
GHCL Limited,ACCOUNTLEVEL,-19,1470,9544,11536
Motion Industries Inc.,ACCOUNTLEVEL,-19,1270,13270,12344
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-19,12174,6984,2811
Quantum Foods,ACCOUNTLEVEL,-19,4790,4408,2625
Family Magazine,ACCOUNTLEVEL,-19,7034,9196,5153
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-19,386,7956,219
Innovative Laser Inc,ACCOUNTLEVEL,-19,11867,4975,14062
Addis Housewares Ltd,ACCOUNTLEVEL,-19,11295,14660,4481
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-19,7461,1106,4332
APLNG,ACCOUNTLEVEL,-19,14673,14284,1359
Quince Hungary Kft,ACCOUNTLEVEL,-19,10133,8497,8158
Jandel Scientific Inc.,ACCOUNTLEVEL,-19,9809,9208,10190
Viking Tool & Steel,ACCOUNTLEVEL,-19,8036,7104,4928
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-19,7786,1282,14764
MAPE USA,ACCOUNTLEVEL,-19,4622,8305,9778
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-19,14550,7027,9841
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-19,12863,4206,5655
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-19,917,658,3019
M&M SERVICE CO,ACCOUNTLEVEL,-19,3500,13740,3176
